1.0, 1.2
2.0, 1.5
3.0, 1.7
4.0, 2.1
5.0, 2.3
6.0, 2.7
7.0, 3.1
8.0, 3.4
9.0, 3.7
10.0, 4.1
11.0, 4.4
12.0, 4.9
13.0, 5.1
14.0, 5.5
15.0, 5.9
16.0, 6.3
17.0, 6.6
18.0, 6.9
19.0, 7.2
20.0, 7.6
21.0, 7.9
22.0, 8.2
23.0, 8.5
24.0, 8.8
25.0, 9.2
26.0, 9.5
27.0, 9.9
28.0, 10.2
29.0, 10.6
30.0, 10.9
31.0, 11.2
32.0, 11.6
33.0, 11.9
34.0, 12.2
35.0, 12.6
36.0, 12.9
37.0, 13.2
38.0, 13.5
39.0, 13.9
40.0, 14.2
41.0, 14.5
42.0, 14.8
43.0, 15.2
44.0, 15.5
45.0, 15.8
46.0, 16.2
47.0, 16.5
48.0, 16.8
49.0, 17.1
50.0, 17.4
51.0, 17.8
52.0, 18.1
53.0, 18.4
54.0, 18.7
55.0, 19.0
56.0, 19.4
57.0, 19.7
58.0, 20.0
59.0, 20.4
60.0, 20.7
61.0, 21.0
62.0, 21.3
63.0, 21.7
64.0, 22.0
65.0, 22.3
66.0, 22.6
67.0, 22.9
68.0, 23.2
69.0, 23.6
70.0, 23.9
71.0, 24.2
72.0, 24.5
73.0, 24.8
74.0, 25.1
75.0, 25.5
76.0, 25.8
77.0, 26.1
78.0, 26.4
79.0, 26.7
80.0, 27.0
81.0, 27.3
82.0, 27.6
83.0, 28.0
84.0, 28.3
85.0, 28.6
86.0, 28.9
87.0, 29.2
88.0, 29.5
89.0, 29.8
90.0, 30.1
91.0, 30.4
92.0, 30.7
93.0, 31.0
94.0, 31.3
95.0, 31.6
96.0, 31.9
97.0, 32.2
98.0, 32.5
99.0, 32.8
100.0, 33.1
