2.397371322408986316e+00,2.889388559063052142e+00
2.518150830480553992e+00,4.218423885126420636e+00
1.812677300221331222e+00,2.812690434440655363e+00
3.263370252405913163e+00,3.613947783322327023e+00
1.624420491252038357e+00,3.434048034868771637e+00
1.629265845750030195e+00,2.627416197143794374e+00
2.193569817252827292e+00,1.469375804273761688e+00
6.200657339895736531e-01,2.550169976607221667e+00
1.189735103732461052e+00,3.251397866076219056e+00
1.273580739583031196e+00,1.870157038931766769e+00
3.172519015137243326e+00,2.819378959610771673e+00
2.054022563750339092e+00,1.860201451029234621e+00
1.564493820379853961e+00,3.088738071767892723e+00
1.079205138062157676e+00,3.300558414676537655e+00
1.519489048064956105e+00,2.766645000165378399e+00
1.518634710216482553e+00,4.481822547607150042e+00
1.989202220209652872e+00,2.153831256835279540e+00
2.658035929682551313e+00,2.023325080023182121e+00
2.167090876003804567e+00,1.432263900896179498e+00
9.374511608812554631e-01,3.157488988695298815e+00
2.590773263996328346e+00,3.137094624951976218e+00
1.907481374089407655e+00,2.759117043528569013e+00
8.171824077060581004e-01,2.424124633284232999e+00
1.631488983232169954e+00,3.845697780975132485e+00
2.274894631654769128e+00,1.589567875709812839e+00
2.259267175515836001e+00,2.691934175666946594e+00
1.458462399755232841e+00,3.489341031072694221e+00
2.824799617996760936e+00,3.745024095292958766e+00
1.328625981421889257e+00,2.752630099319028467e+00
2.265010745122851166e+00,3.780436101697887352e+00
1.616660609723767905e+00,2.851472818668946196e+00
1.114932020795177392e+00,2.043034700735463449e+00
2.650020657915358235e+00,4.084992022856658522e+00
1.942391902735733034e+00,3.802826318313619502e+00
2.289308820038107317e+00,2.483904196315900315e+00
2.289116484406731100e+00,4.230429253172775184e+00
1.971339168712038736e+00,4.251714924651205152e+00
-9.579608327179567340e-02,3.657522003500178975e+00
2.069637654590537057e+00,2.760794119627306031e+00
2.073408621228401749e+00,1.409944868319285671e+00
1.824262489729990389e+00,3.285690057209396997e+00
3.182315235793212960e+00,2.585383825381081913e+00
1.353205117685449821e+00,2.598594365132370854e+00
2.732321694161659487e+00,3.263000887727747656e+00
1.576191836986368999e+00,3.410613946490685056e+00
