6.6618,7.0539
6.0284,3.3675
5.6849,1.7659
1.6182,4.3388
4.1397,0.6121
6.2301,3.7172
4.6353,9.5314
0.2822,5.1788
4.1172,1.8007
1.0746,1.7629
9.9050,8.0035
3.1318,9.7273
6.7724,2.7546
1.1115,4.3756
2.4286,1.7294
1.9577,0.2139
6.6852,6.4548
0.5043,0.2379
0.1339,2.2086
9.5289,4.8305
8.3562,5.6389
6.0109,4.6885
5.3320,3.9278
7.1750,3.7689
4.0665,7.8668
1.3099,8.0652
2.6007,7.9091
6.6244,3.6569
5.3927,7.8819
1.4986,4.4816
1.6899,6.7523
0.9154,9.9856
2.1724,6.4902
9.5661,6.3297
2.2030,7.0394
5.7722,3.9355
7.1931,6.0030
2.4461,4.4272
3.3239,6.5342
7.2395,9.4146
7.9404,3.6829
2.0628,4.6426
2.0168,0.2414
5.8415,2.2606
1.6400,7.2435
3.9578,2.6924
5.4630,2.0037
4.2949,9.3887
2.9073,5.4616
1.5011,7.6464
1.8425,5.5814
1.7463,1.7754
9.9174,9.4367
2.1109,6.9701
7.6825,6.2182
9.5349,2.9131
1.3502,1.1613
2.2866,3.4255
6.0925,8.5522
5.8673,8.3000
9.0262,7.0466
0.8378,5.4780
2.1451,1.3581
0.1680,3.0453
8.2862,8.3014
1.4691,6.7935
7.0749,2.4966
4.8284,9.6615
0.4887,7.6614
7.4532,6.6648
4.6849,0.7839
8.7726,6.5804
0.7720,9.3613
5.2690,1.5212
2.0987,3.8636
0.9676,4.3383
3.3996,9.6526
5.4596,6.7491
8.2024,6.1133
9.5178,4.2352
6.5036,7.2020
5.6825,0.9274
8.6907,7.0023
4.7886,1.0912
8.0414,8.7748
1.0056,9.6483
4.8165,6.0828
7.5726,9.0567
8.5323,4.5342
4.5438,6.7458
5.5851,0.7886
6.6372,0.0973
8.1577,2.5070
8.2339,3.3361
7.5582,0.7892
9.3224,3.8911
0.3547,2.6269
4.5978,8.4060
7.6614,0.2432
4.3970,0.5933
1.9935,6.2163
7.3767,5.3839
5.3178,8.8293
8.1280,5.9818
6.4559,5.3045
9.5930,9.0068
4.4128,7.4370
5.2999,8.8949
2.3708,4.8992
7.3877,7.4247
1.0207,8.0410
6.7841,1.4410
9.7516,0.4373
2.2184,2.5496
5.6499,6.4529
3.8943,2.6694
1.4603,6.7058
3.3477,5.2482
5.4635,6.1828
2.3501,2.4860
5.1344,3.0042
5.0517,7.7201
0.4203,1.6264
2.0506,0.2507
0.0996,4.7339
4.2136,5.0484
9.6677,6.4545
2.5718,5.4077
9.4591,7.9348
8.9342,8.4910
9.9559,4.2446
8.1315,6.8431
5.5774,7.6681
5.6459,6.9615
1.6999,7.0824
8.9456,1.6242
5.6808,9.5584
7.2416,6.6153
6.1741,5.3425
5.6172,0.8175
8.6036,4.3480
4.0679,4.0914
3.7393,0.4267
2.3465,2.0764
8.3874,2.8261
2.9617,6.1539
2.5815,7.7321
9.9813,5.2183
1.7006,6.7581
1.2378,1.5587
2.8249,2.9077
1.8969,9.5850
0.2896,8.2580
4.9307,4.7446
5.6569,1.4737
1.3415,7.4875
9.7202,0.9924
0.1959,3.8324
2.1018,1.0964
9.4869,9.2939
9.5839,3.8928
4.4712,9.2889
4.4500,4.7344
5.4205,6.1628
8.1926,3.5866
3.0326,4.4162
7.9041,1.4796
5.9668,7.8518
7.4108,1.4859
4.8796,4.4593
1.2108,9.2158
0.3020,2.2876
7.7064,1.3172
2.3992,7.0731
8.1573,4.2598
1.2928,7.9122
0.6554,5.8966
7.2808,8.7016
9.6091,5.1014
6.3336,0.7067
4.8665,0.8773
8.3685,7.7642
8.7216,1.1480
0.0212,3.6610
1.5687,2.1816
6.1079,6.4858
3.7217,8.7542
4.1197,7.7692
4.9832,0.8655
5.4503,2.4522
4.8399,3.3201
4.6753,2.4891
3.2803,0.2572
9.0006,4.7836
2.3011,4.6580
7.8429,3.8050
2.4118,3.6702
1.2241,6.3551
7.5313,1.3330
8.5841,2.4605
4.4550,9.4616
7.9799,2.5182
3.0114,7.8843
5.4183,8.0177
2.2943,2.2595
4.8344,1.5163
9.3752,5.9165
2.1937,5.1886
9.1221,6.5693
6.1619,7.9959
8.1834,1.3823
7.8460,0.5988
1.0647,5.6839
7.2758,0.3796
6.1895,5.4591
4.4136,3.6317
8.4764,2.3636
7.0661,0.6130
7.8645,2.3701
5.9181,4.1607
9.4979,9.8978
0.4514,2.6274
4.4643,6.5267
4.6096,9.6674
2.5889,9.6121
3.1438,9.1700
4.4835,1.6638
0.7992,4.3301
9.1188,8.4761
0.0181,9.0473
7.3756,4.0959
9.3496,0.2224
9.8589,5.9564
6.4980,9.6299
0.6741,8.4790
