2.9169,3.2883
2.2621,0.9547
1.8083,2.9409
0.8820,2.0168
2.6941,1.8967
0.4659,1.9967
4.0166,3.2372
2.4335,1.3780
2.3004,4.0306
2.4369,3.6736
2.8286,2.1096
1.1333,3.5696
2.5461,0.6525
3.3084,3.2277
2.1443,2.7952
2.0394,3.9696
2.3704,2.2887
1.6242,2.9537
2.1034,3.5066
3.1272,2.3750
1.1142,0.4571
3.4723,2.8274
1.7628,1.5897
2.7472,4.6385
1.6985,4.5732
2.9897,3.7694
1.0969,3.2590
1.3015,-0.4299
1.4648,1.7854
-0.6432,3.1540
1.3870,3.4986
0.8084,3.0313
1.5098,2.4808
2.3203,3.7810
1.4057,2.3433
2.4954,1.0697
2.1299,2.7881
2.9211,2.0380
1.5482,1.3952
2.1884,3.8432
0.5694,4.0659
2.4349,4.6167
1.5152,3.8039
0.6853,3.5258
-0.7629,1.7791
2.6054,3.2529
2.8992,2.0745
2.1838,4.0799
3.2005,2.7845
2.3126,2.2269
1.5457,2.9798
2.0668,2.1181
1.7740,4.2285
2.0359,1.8622
2.0826,2.1544
2.5255,3.6755
1.5147,4.1328
2.5922,2.2010
1.8097,3.4764
1.8340,3.6282
6.9038,7.5467
7.4648,6.6088
6.7375,7.6760
8.1305,8.4798
8.8376,8.4555
7.8164,8.0113
8.4027,8.0628
8.4285,8.3978
8.0405,6.2067
6.2583,7.5541
8.0913,8.7109
7.2026,7.7176
8.3157,7.3778
7.5341,6.7249
9.6922,6.3758
6.5684,7.2319
7.0272,7.9896
6.0092,7.8487
8.3644,8.1652
7.4431,7.8811
7.3886,9.5482
8.9208,8.3438
9.4303,8.0868
7.3007,7.8463
8.5841,8.9901
7.1361,8.0953
7.5302,7.5957
7.5706,6.8506
5.2955,8.6400
8.0529,8.7902
7.6308,7.6194
7.1054,7.7694
9.8541,6.8207
7.5499,6.7090
7.1919,8.4527
8.5440,8.6054
6.7099,7.9028
9.0719,10.5699
9.0427,8.0928
7.7424,9.5172
8.1028,9.5939
7.2553,6.5648
7.6131,7.3351
6.5406,9.1453
8.5454,9.6904
9.0358,6.9653
8.0339,6.3252
7.8077,6.9799
5.6851,9.2941
7.9070,7.9363
8.5405,9.5623
7.4730,7.2475
10.3627,9.7680
8.0789,8.5342
9.2948,7.5156
8.1038,7.1379
8.4313,8.7168
7.7823,8.5918
8.2831,5.8874
7.6234,7.7516
4.2025,14.3628
4.5314,15.5535
5.9091,14.8494
5.8816,14.0441
3.2232,13.3777
6.6791,13.1766
3.6265,15.2205
3.5408,15.6518
7.0063,16.4227
4.0749,14.7124
4.8697,14.8215
3.1267,15.1733
7.3456,12.5821
4.2232,15.2543
5.4915,13.0955
4.1617,14.7598
6.2110,16.2140
4.9147,14.1507
5.9369,15.5099
6.6287,15.2704
4.4392,15.7136
5.9558,15.0289
5.6126,14.9290
5.3966,16.3530
5.6030,14.4310
6.3076,14.3265
5.3589,14.8793
4.6642,14.1466
5.6243,15.1132
4.2196,16.5957
6.1382,14.2583
4.3672,14.5605
4.1448,14.0771
4.9692,14.6838
3.5484,13.7822
5.4045,14.5142
4.7599,15.1861
6.0383,14.4533
4.8463,14.5989
7.1817,15.1270
5.3666,14.2390
5.4874,14.4945
5.3785,13.7808
4.1765,15.7881
5.5569,14.5681
4.4652,16.1220
5.9269,15.9591
4.8486,12.6867
4.1080,14.4690
4.0931,16.3529
3.8023,16.0178
4.2866,15.0196
3.6095,14.1142
5.6625,16.0009
4.8706,15.9494
3.6468,15.9067
4.1172,14.9443
4.0503,15.2770
5.6070,15.7850
5.7013,15.1637
9.7985,12.2698
10.6805,10.3644
10.2152,12.1038
9.7910,11.5734
9.4387,11.9716
9.3435,11.9775
9.1454,12.7483
8.9826,11.5309
11.2161,11.7127
11.0700,13.7414
9.6365,13.4454
12.5798,11.9168
9.8203,12.1476
8.0522,12.5325
10.0281,12.5244
11.0420,13.7821
11.6691,11.3202
8.0507,11.4206
8.9984,11.3319
10.8155,10.4496
9.5978,12.5415
9.2956,9.9459
9.1108,12.4719
10.2026,12.2766
10.9931,12.1484
9.7294,12.1025
9.7754,11.9190
11.2503,13.9036
10.0903,10.5593
9.4586,11.1074
8.4490,10.7340
11.6791,12.6255
10.0875,11.2768
10.5123,11.1877
11.0586,12.0799
10.0583,11.5301
10.3675,12.9739
7.6072,12.8834
8.8219,10.2099
8.3257,11.5104
10.8150,12.2990
10.3634,10.8198
9.7294,11.7668
7.3764,10.3881
10.3857,13.2810
12.1412,13.3676
10.0680,11.2842
9.9446,12.3501
9.8271,11.2497
9.3439,12.0141
9.8220,11.4079
11.5327,12.6257
10.4588,12.7075
9.6049,11.0873
10.4152,10.8812
8.9449,11.5062
10.9262,11.7667
7.6765,10.7717
9.3689,12.8615
9.7873,13.2045
6.6412,5.2679
7.3269,3.3993
6.3013,3.0949
6.4338,2.5775
7.6547,4.8165
6.4574,4.9172
7.9649,3.5747
6.1986,4.3712
6.4739,3.9452
6.1773,4.5151
5.0321,2.9819
8.5804,3.3153
6.5031,3.6326
6.1758,2.2277
6.9713,4.3309
8.6081,3.8238
6.9142,4.3595
6.8767,3.8842
7.4705,3.4751
5.9123,3.1498
8.0724,5.1527
6.9478,5.1689
8.2774,4.6925
7.2510,4.4099
7.3049,3.4361
6.8163,4.3088
6.1936,3.4141
6.6877,1.5858
6.7361,3.9345
6.7669,3.2473
7.9100,4.5972
6.2110,4.1728
6.7626,3.8264
7.5037,5.1224
7.1699,2.0984
6.4619,0.8388
5.4325,4.5249
5.2481,4.0271
7.6879,2.2082
7.3687,2.6304
7.7307,3.7419
4.7873,1.9157
5.7908,3.6458
8.9691,3.3384
5.8519,4.4795
6.2270,4.3844
8.0222,4.3565
6.4908,4.8762
7.1667,4.9563
7.8152,6.6212
6.7371,3.3151
7.8062,5.6007
8.0949,3.9567
8.4073,3.5158
5.8777,5.2445
6.0075,5.2837
7.7315,3.7524
6.1597,4.8620
7.4239,4.8686
7.4588,3.4896
